clade_name	C1	C2	C3	C4	C5	C6	C7	C8	P1	P2	P3	P4	P5	P6	P7	P8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_perfringens	0.05221	0.03818	0.04213	0.0	0.00604	0.0	0.0	0.0598	0.34675	0.2761	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB79912;s__GGB79912_SGB4550	0.05122	0.0	1.82222	0.0	0.0	0.0	0.30705	0.2263	0.0	1.28394	0.00665	0.07069	0.0	0.00428	1.44045	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__GGB9400;s__GGB9400_SGB14747	0.04946	0.0021	0.0	0.0	0.0	0.74926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_SGB14792	0.04238	0.0	0.0	0.09656	0.13117	0.1059	0.40631	0.00124	0.20636	0.0	0.0	0.04695	0.45222	0.0	0.02309	0.20776
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_SGB66221	0.0422	0.0	0.0	3.9769	3.72228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58544
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_tanakaei	0.04168	0.16849	0.0	0.0	0.0	0.01871	0.0	0.0	0.0	0.0	0.01965	0.0	0.76331	0.0	0.0	0.05068
k__Bacteria;p__Fusobacteria;c__CFGB76375;o__OFGB76375;f__FGB76375;g__GGB4386;s__GGB4386_SGB6036	0.03347	0.0	0.39871	2.39382	2.75799	0.03627	2.60554	0.75584	17.26219	1.06212	2.75518	0.73592	13.29758	0.15169	0.00935	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_garvieae	0.03163	0.02428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11854	0.0	0.07587	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB25053;s__GGB25053_SGB106016	0.02938	0.0	0.4824	0.12169	0.16807	1.3669	0.17168	0.66261	0.03544	0.0	0.0	0.0	0.58997	0.0	0.0	0.92549
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_canis	0.02866	0.17184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__GGB47954;s__GGB47954_SGB65944	0.01997	0.0	0.0	4.40814	3.98806	0.0	0.01666	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11559
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus_dolichus	0.0172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10928	0.0	0.0	0.0	0.0	0.17245	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB9414;s__GGB9414_SGB14778	0.01447	0.01203	0.0	0.0	0.0	0.07714	0.0	0.05594	0.0	0.0	0.02511	0.14215	0.00402	0.08972	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans	0.01068	0.0	0.0	0.0	0.0	0.3463	0.0	0.0	0.0	0.0	0.0	0.16313	0.06306	0.00441	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB75522;o__OFGB75522;f__FGB75522;g__GGB4249;s__GGB4249_SGB5749	0.00951	0.0	1.62434	0.02045	0.0161	0.00895	0.83541	0.1585	2.14434	0.00168	0.1	0.0	1.79626	0.00726	0.0054	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_unclassified;s__Erysipelotrichaceae_bacterium_RD49	0.00941	0.0	0.0	0.08665	0.08961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0356
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_hirae	0.00909	1.0547	0.00739	0.0	0.00408	0.0	0.29887	0.05461	0.0	0.19821	0.0	1.06366	0.0	1.82515	0.0	0.0
