clade_name	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample1	Sample20	Sample21	Sample22	Sample23	Sample24	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9
k__Bacteria;p__Firmicutes;c__CFGB8822	0.0	0.43101	0.60874	0.40916	0.35441	0.18717	0.61247	0.0	0.55431	0.00633	0.28336	0.03449	0.00258	0.06675	0.38618	3.72571	0.38551	2.65563	0.41287	0.0	0.26407	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB76352	0.0	0.22023	0.0	0.0	0.58505	0.77524	0.07944	0.01898	0.0	0.0	0.0	0.0	0.03096	0.0	0.7604	0.6867	0.0	0.94612	0.40772	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	0.17707	0.0686	0.03476	0.0	0.0117	0.01724	0.0	0.0	0.16538	0.00373	0.0	0.0	0.0	0.01166	0.0	0.0	0.0	1.32261	0.0	1.2378	0.0	0.02523
k__Bacteria;p__Firmicutes;c__CFGB28775	0.0	0.16497	0.0	0.07672	0.13199	0.0	0.01926	0.01082	0.02743	0.05114	0.0	0.02312	0.08559	0.00697	0.07252	0.56073	0.0	0.36348	0.27578	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0	0.10446	0.12078	0.91497	0.0	0.13285	0.18246	0.0	1.86518	0.09268	0.0	0.0	0.0	0.0	0.0	0.0	0.31633	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Tissierellia	0.0	0.03091	0.0	0.04917	0.0059	0.01205	0.0	0.0044	0.0636	0.0	0.0	0.00363	0.0	0.0	0.23386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07036
k__Bacteria;p__Proteobacteria;c__CFGB76748	0.0	0.0	0.03959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22665	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__CFGB76370	0.0	0.0	0.0	2.79531	0.0941	0.28561	0.12165	0.0	3.5854	0.00898	0.0	0.0	0.02659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__CFGB24868	0.0	0.0	0.0	1.35559	0.09852	0.14977	0.0	0.0	0.33029	0.00394	0.01391	0.0	0.0	0.0	0.20833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__CFGB76132	0.0	0.0	0.0	1.26494	0.15929	1.47328	0.11854	0.0	4.46517	0.0	0.20836	0.0	0.01819	0.0	0.58106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB3070	0.0	0.0	0.0	1.25327	1.39332	0.50451	0.91883	0.0	0.05745	0.0	0.0	0.0	0.0	0.03393	1.37247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__CFGB628	0.0	0.0	0.0	0.76156	0.00325	0.44924	0.08606	0.0	0.03767	0.0	0.0	0.0	0.0	0.0	0.05914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB76329	0.0	0.0	0.0	0.75951	0.55197	0.06091	0.05727	0.0	0.31457	0.0	0.0	0.0	0.0	0.0	0.22706	0.0	0.0	0.0	0.09825	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB76248	0.0	0.0	0.0	0.70005	0.04803	0.0	0.0	0.0	0.01627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07324	0.0	0.00336	0.0	0.09201	0.0	0.32095
k__Bacteria;p__Proteobacteria;c__CFGB76483	0.0	0.0	0.0	0.49451	0.02264	0.27278	0.00619	0.0	0.27965	0.0	0.28252	0.0	0.0	0.0	0.15636	0.0	0.0	0.0	0.0	0.0	0.19931	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB75721	0.0	0.0	0.0	0.46322	1.1431	0.05993	0.43895	0.30942	0.47394	0.0	0.249	0.02632	0.01137	0.0	0.12417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0	0.0	0.0	0.34441	0.0	0.20198	0.0	0.0	0.09388	0.0	0.0	0.0	0.0	0.0	0.21886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__CFGB48937	0.0	0.0	0.0	0.30179	0.06468	0.0	0.0	0.0	0.0	0.0	0.02514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB43318	0.0	0.0	0.0	0.27408	0.10383	0.16013	0.128	0.0	0.18249	0.0	1.15659	0.0	0.2363	0.02445	0.51426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB76102	0.0	0.0	0.0	0.27265	0.04006	0.33119	0.11903	0.0	0.18511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB72939	0.0	0.0	0.0	0.20008	1.9644	0.11681	0.01605	0.0	0.02038	0.0	0.0	0.05463	0.2624	0.0	0.04902	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__CFGB76082	0.0	0.0	0.0	0.12319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB1362	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03104	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB1473	0.0	0.0	0.0	0.0	0.0114	0.02805	0.00127	0.0	0.0	0.04474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0	0.0	0.0	0.0	0.0	37.00298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB75522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30214	2.10617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB43013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB75497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00534	0.0	0.05309	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB76110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31319	0.0	0.0
k__Bacteria;p__Firmicutes;c__CFGB3009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0
